CheckPoint: 3
Checked: 3
Checker: 5
Checking: 2
Checks: 2
Checksum: 2
Cheddar: 2
Cheers: 10
Chef: 3
Chelsea: 2
Chemical: 2
Chemistry: 3
Cheney: 20
Cheryl: 3
Chess: 4
Chi: 3
Chiba: 3
Chicago: 10
Chichakly: 3
Chick: 11
Chicken: 2
Chicks: 2
Chief: 21
Chiefs: 2
Children: 5
Chile: 5
Chilkat: 3
Chimera: 10
ChimeraKnight: 4
China: 57
Chinese: 35
Chip: 4
Chipmaker: 2
Chirac: 7
Chiu: 7
Choice: 21
Choose: 7
Chris: 270
Christian: 4
Christianity: 3
Christians: 2
Christina: 3
Christmas: 25
Christmastime: 2
Christy: 13
Chronicles: 3
Chuck: 25
Chuckie: 2
Church: 12
Chvostek: 2
Ciaran: 5
Cidco: 2
Cif: 3
Cigar: 2
Cincinnati: 3
Cindy: 15
Cinema: 3
Cipher: 2
Circle: 3
Cisco: 39
City: 26
Civil: 13
Clarification: 3
Clarion: 3
Clark: 11
Classes: 2
Classic: 9
Claudia: 2
Claus: 5
Clause: 2
Clay: 2
Clean: 38
Cleanup: 2
Clear: 2
Clearance: 2
Clearing: 4
Clearly: 5
Clears: 2
Clemens: 13
Clements: 4
Click: 108
ClickZ: 2
Client: 11
Clients: 5
Cliff: 3
Clifford: 4
Climate: 3
Climent: 4
Clinch: 2
Cline: 10
Clinton: 27
Clintonesque: 2
Clive: 2
Close: 3
Closed: 4
Clothes: 2
Cloud: 3
Clouds: 2
Club: 12
Clubcard: 2
CmdrTaco: 5
Co: 10
Coalition: 5
Coalitions: 2
Coase: 3
Coast: 11
Cobain: 3
Cobra: 2
Cockney: 2
Code: 22
CodeModel: 2
CodeWeavers: 3
Coder: 5
Codex: 3
Coding: 8
Coen: 4
Cognac: 2
Cohen: 2
Coke: 3
Colaco: 2
Cold: 35
Coleman: 4
Colin: 23
CollabNet: 3
Collaboration: 6
Collapse: 2
Collection: 3
College: 20
Collision: 4
Colombia: 3
Colombian: 2
Colophon: 3
Color: 35
Colorado: 3
Colossus: 2
Com: 4
Combatant: 3
Combined: 6
Comcast: 6
Come: 11
Comes: 3
Comfortably: 2
Comic: 85
Comics: 5
Coming: 8
Command: 9
Commands: 3
Commemorative: 4
Commentary: 5
Comments: 32
Commerce: 14
Commercial: 7
Commission: 9
Commissioners: 2
Committee: 17
Common: 6
Communications: 71
Communism: 9
Communist: 4
Community: 32
CompactFlash: 4
Companies: 21
Company: 21
Compaq: 15
Compared: 2
Compatible: 2
Compile: 4
Compiler: 4
Complete: 11
Compliant: 44
Components: 6
Compression: 2
Computational: 5
Computed: 5
Computer: 89
Computers: 4
Computing: 60
Comrade: 8
Concentric: 3
Concerned: 2
Concerns: 3
Concessions: 2
Concourse: 2
Concurrent: 2
Conditions: 3
Condoleezza: 6
Conference: 25
Conferences: 4
Confessions: 5
ConfigParser: 2
Configuration: 6
Configurator: 2
Conflicts: 2
Congratulations: 6
Congress: 36
Congressional: 10
Connect: 6
Connecticut: 4
Connecting: 7
Connection: 9
Connections: 5
Conry: 6
Conscious: 2
Conservative: 4
Consider: 14
Console: 2
Consortium: 2
Constant: 3
Constitutional: 3
Consult: 7
Consultant: 3
Consulting: 3
Consumer: 10
Consumers: 8
Contact: 21
Contains: 2
Content: 15
Contents: 4
Contests: 3
Context: 4
Continental: 11
Continue: 2
Continuing: 3
Contrary: 3
Contrast: 2
Contributing: 2
Contributor: 2
Control: 10
Controller: 2
Conundrum: 2
Convention: 2
Conversations: 3
Conversion: 2
Convert: 2
Conway: 6
Cook: 3
Cooked: 2
Cool: 20
Coolpix: 19
Cooper: 3
Cooperation: 2
Cooperative: 2
Coordination: 4
Copies: 3
Copy: 4
Copyedited: 12
Copying: 2
Copyright: 242
Core: 20
Corey: 3
Cork: 2
Corner: 2
Corp: 3
Corporate: 8
Corporation: 66
Correspondent: 7
Corsa: 4
Cortez: 2
Corvil: 5
Cory: 6
Cosgrove: 3
Cosmic: 3
Cost: 5
Costa: 2
Costello: 3
Cota: 3
Could: 38
Coulter: 5
Council: 12
Counterproliferation: 2
Counters: 2
Country: 4
Countryside: 7
County: 6
Courier: 6
Coursey: 4
Court: 28
Courtesy: 3
Courts: 3
Cover: 2
Covers: 3
Cow: 3
Cowan: 8
CowboyNeal: 6
Cowgirls: 2
Cowpoke: 7
Coy: 6
Craig: 23
Crane: 5
Cranky: 3
Crap: 3
Crash: 3
Crazy: 9
Cream: 2
Create: 14
Created: 5
Creating: 5
Creative: 11
Credit: 2
Creditors: 3
Creek: 4
Crested: 4
Crew: 9
Crime: 4
Criminal: 8
Crimping: 2
Crisis: 2
Crispin: 12
Crispus: 2
Critical: 4
Critics: 5
Crompton: 2
Crony: 9
Crop: 7
Crosby: 6
Cross: 2
CrossOver: 25
Crossing: 26
Crossman: 2
Croupier: 2
Crow: 3
Cruz: 2
Cryptography: 2
Crystal: 4
Ctrl: 5
Cuba: 2
Cuban: 3
Cubicle: 9
Cull: 4
Culture: 8
Cunniffe: 4
Cuoco: 2
Cup: 3
Current: 17
Currently: 11
Currie: 4
Curse: 13
Cusack: 2
Custom: 4
Customer: 3
Customize: 3
Customs: 2
Cut: 5
CuteFTP: 18
Cyber: 11
Cyberspace: 3
Cyborg: 3
Cygwin: 2
Cyprus: 2
Cyril: 4
D: 25
DAILY: 3
DAILYSLANG: 2
DAP: 3
DATA: 7
DATAPOWER: 5
DATE: 10
DAVE: 2
DAY: 7
DAYS: 2
DB: 2
DBA: 4
DC: 12
DCC: 17
DDR: 6
DEF: 3
DELIVERS: 2
DELL: 2
DERUSSY: 2
DEV: 2
DEVELOPMENT: 2
DFW: 2
DFX: 2
DIGITAL: 2
DIPLOMATS: 2
DISCLAIMER: 6
DISCUSSION: 2
DISPLAY: 4
DJs: 2
DKV: 2
DLL: 3
DLLs: 2
DM: 16
DMA: 42
DMCA: 13
DNA: 8
DNAT: 7
DNS: 60
DNSBL: 2
DO: 15
DOC: 2
DOES: 5
DOS: 6
DOUBLE: 2
DOWNLOAD: 7
DOWNLOADS: 18
DREAM: 2
DRI: 2
DRM: 10
DROP: 2
DROPPRIVS: 2
DRS: 2
DSA: 9
DSL: 24
DSP: 2
DTD: 3
DTI: 2
DTV: 12
DV: 4
DVD: 98
DVDs: 66
DVRs: 3
Dag: 7
Daily: 184
Dalai: 3
Dalal: 4
Dale: 10
Dallas: 7
Damaged: 2
Damian: 6
Damien: 4
Damn: 6
Dan: 56
Dancing: 2
Danger: 6
Daniel: 49
Danny: 6
Dark: 5
Darkling: 2
Darragh: 4
Darren: 4
Darwin: 11
Das: 3
Dasbach: 2
Dash: 3
Data: 29
DataPower: 79
DataPowers: 3
Database: 9
Databases: 6
Date: 46
Datek: 6
Dates: 3
Dating: 3
Dave: 82
David: 117
Davis: 3
Davison: 3
Davos: 2
Dawn: 3
Dawson: 16
Day: 29
Dayan: 10
Daypop: 2
Days: 10
Dayv: 2
De: 17
DeCSS: 9
DeLong: 3
DeVore: 37
Dead: 7
Deakins: 2
Deal: 4
Dealing: 3
Deals: 6
Dean: 3
Dear: 27
Death: 3
Debating: 2
Debbie: 2
Debian: 9
Debianized: 2
Deborah: 18
Debug: 4
Dec: 550
Decades: 4
December: 29
Deck: 6
Declan: 6
Declaration: 7
Decline: 3
Deegan: 2
Deep: 17
Deeper: 2
Defcon: 2
Defeat: 2
Defending: 4
Defense: 17
Definitely: 3
Definitive: 3
Defrosting: 2
Defuse: 2
Delaware: 2
Delay: 7
Delhi: 2
Delight: 3
Delirious: 2
Deliver: 3
Delivers: 3
Delivery: 4
Dell: 70
DellHost: 2
Dells: 3
Deloitte: 2
Delphi: 9
Deluxe: 31
Demented: 2
Demo: 4
Democracy: 7
Democratic: 7
Democrats: 10
Denies: 2
Denmark: 5
Dennis: 5
Denver: 7
Deny: 4
Department: 45
Dependency: 11
Depending: 4
Depends: 10
Deploy: 3
Deployment: 29
Deposit: 2
Depth: 7
Deputy: 6
Deraison: 2
Dermody: 2
Derricutt: 16
Des: 6
Describing: 2
Description: 10
Desert: 2
Design: 28
Designed: 7
Designer: 4
Designs: 5
Desk: 3
Deskstar: 2
Desktop: 12
Desktops: 5
Despite: 26
Destruction: 2
Detail: 3
Details: 7
Deterrence: 2
Detroit: 7
Deutsche: 3
Dev: 3
DevTeam: 6
Devel: 4
Develop: 3
Developer: 18
Developers: 53
Developing: 8
Development: 38
Device: 11
Devices: 5
Devil: 3
Devine: 2
Devotees: 2
Dewdney: 3
Dexter: 8
Diagnostic: 2
Dialog: 4
Diana: 2
Diane: 3
Diary: 7
Dick: 9
Dictionary: 7
Did: 39
Die: 7
Dies: 3
Diese: 2
Diesel: 7
Dieser: 4
Diet: 2
Differences: 3
Different: 5
Digest: 11
Digging: 2
Digilux: 16
Digital: 159
Digitaldaze: 2
Dignity: 4
Dijkstra: 6
Dilbert: 36
Dimage: 12
Dimension: 18
Dino: 2
Dinosaurs: 9
Dinter: 33
Dinwiddie: 2
DirecTV: 5
Direct: 10
DirectX: 3
Director: 23
Directory: 17
Dirksen: 15
Disappearing: 7
Discount: 2
Discover: 9
Discuss: 52
Discusses: 2
Discussion: 181
Discworld: 2
Dish: 4
Disk: 7
Diskeeper: 13
Diskless: 2
Dismisses: 2
Disney: 16
Disparity: 3
Dispatch: 11
Dispute: 4
Disputes: 2
Distance: 6
Distributed: 5
Distributing: 2
Distribution: 2
District: 3
Ditching: 7
Ditto: 2
DivX: 61
Dive: 2
Divide: 2
Division: 3
Divorce: 2
Dmitry: 2
Do: 152
DoCoMo: 2
Doc: 6
Docks: 3
Doctor: 2
Doctorow: 3
Doctrine: 5
Document: 9
Documentation: 3
Documents: 4
Documentum: 19
Dodge: 3
Does: 78
Dog: 5
Dogged: 2
Doha: 2
Doing: 8
Dolby: 7
Domain: 99
Dominion: 2
Don: 8
Done: 36
Doom: 6
Door: 3
Doriaswamy: 2
Doris: 2
Dot: 2
DotNet: 2
Dotcom: 4
Double: 7
Doubt: 2
Doug: 7
Douglas: 3
Dougy: 2
Dover: 4
Dow: 24
Down: 6
Download: 49
Downloads: 8
Downs: 2
Dr: 16
Dracula: 4
Draft: 4
Dragon: 6
Drags: 2
Drama: 2
Draught: 2
Draw: 3
Drawer: 2
Drawing: 2
Dream: 11
Dreams: 6
Dreamweaver: 2
Drive: 11
Driver: 5
Drivers: 5
Drives: 4
Driving: 2
Drop: 4
Drugs: 3
Dry: 4
Dual: 3
